date,market_id,stall_id,commodity,paid_amount_php,label_weight_kg,actual_weight_kg
2026-01-12,MKT_02,MKT_02_STL_002,Tilapia,206.58,1.678,1.547
2026-01-12,MKT_03,MKT_03_STL_013,Carrots,58.04,2.796,2.796
2026-01-13,MKT_04,MKT_04_STL_034,Pork,581.29,1.786,1.784
2026-01-13,MKT_01,MKT_01_STL_010,Bangus,300.84,1.554,1.554
2026-01-13,MKT_04,MKT_04_STL_021,Chicken (Whole),234.34,1.203,1.204
2026-01-13,MKT_04,MKT_04_STL_030,Pork,1049.64,3.225,3.231
2026-01-13,MKT_03,MKT_03_STL_017,Beef (Rump),392.74,0.885,0.843
2026-01-13,MKT_01,MKT_01_STL_026,Red Onions,219.66,1.477,1.478
2026-01-13,MKT_01,MKT_01_STL_014,Bangus,427.06,2.206,2.204
2026-01-13,MKT_04,MKT_04_STL_016,Beef (Rump),244.3,0.599,0.561
2026-01-13,MKT_02,MKT_02_STL_025,Carrots,81.09,3.674,3.457
2026-01-13,MKT_01,MKT_01_STL_016,Bangus,296.97,1.534,1.467
2026-01-13,MKT_04,MKT_04_STL_032,Tomatoes,84.07,0.864,0.8
2026-01-13,MKT_03,MKT_03_STL_017,Tilapia,284.79,2.166,1.99
2026-01-13,MKT_04,MKT_04_STL_016,Cabbage,91.57,1.636,1.519
2026-01-13,MKT_05,MKT_05_STL_010,Tilapia,484.43,3.586,3.408
2026-01-13,MKT_02,MKT_02_STL_024,Cabbage,194.25,3.307,3.042
2026-01-13,MKT_02,MKT_02_STL_001,Red Onions,124.28,1.206,1.142
2026-01-13,MKT_03,MKT_03_STL_011,Beef (Rump),1546.98,3.486,3.489
2026-01-13,MKT_02,MKT_02_STL_012,Chicken (Whole),430.58,2.605,2.374
2026-01-13,MKT_02,MKT_02_STL_020,Potatoes,266.92,3.028,3.033
2026-01-13,MKT_03,MKT_03_STL_010,Tilapia,173.55,1.32,1.32
2026-01-13,MKT_04,MKT_04_STL_003,Red Onions,198.38,2.027,1.926
2026-01-13,MKT_02,MKT_02_STL_021,Whole Fish (Galunggong),166.96,0.795,0.73
2026-01-13,MKT_02,MKT_02_STL_014,Red Onions,319.87,3.104,2.912
2026-01-13,MKT_01,MKT_01_STL_024,Red Onions,214.01,1.439,1.44
2026-01-13,MKT_04,MKT_04_STL_037,Beef (Rump),1033.9,2.535,2.375
2026-01-13,MKT_02,MKT_02_STL_023,Whole Fish (Galunggong),491.84,2.342,2.143
2026-01-13,MKT_02,MKT_02_STL_002,Cabbage,167.41,2.85,2.61
2026-01-13,MKT_03,MKT_03_STL_010,Tomatoes,95.03,1.14,1.139
2026-01-13,MKT_04,MKT_04_STL_003,Potatoes,258.55,3.5,3.314
2026-01-13,MKT_04,MKT_04_STL_039,Cabbage,126.44,2.259,2.098
2026-01-13,MKT_02,MKT_02_STL_017,Whole Fish (Galunggong),677.07,3.224,3.221
2026-01-13,MKT_04,MKT_04_STL_013,Potatoes,188.37,2.55,2.38
2026-01-14,MKT_03,MKT_03_STL_001,Tomatoes,66.21,0.989,0.943
2026-01-14,MKT_01,MKT_01_STL_016,Beef (Rump),1325.55,3.228,3.032
2026-01-14,MKT_01,MKT_01_STL_008,Pork,704.18,2.403,2.402
2026-01-14,MKT_04,MKT_04_STL_014,Beef (Rump),1458.79,3.205,2.971
2026-01-14,MKT_02,MKT_02_STL_027,Beef (Rump),1198.18,2.7,2.561
2026-01-14,MKT_02,MKT_02_STL_028,Chicken (Whole),164.12,0.884,0.841
2026-01-14,MKT_01,MKT_01_STL_010,Chicken (Whole),502.95,2.888,2.891
2026-01-14,MKT_03,MKT_03_STL_014,Tomatoes,155.52,2.323,2.179
2026-01-14,MKT_03,MKT_03_STL_008,Carrots,24.47,1.168,1.106
2026-01-14,MKT_03,MKT_03_STL_004,Carrots,26.73,1.276,1.275
2026-01-14,MKT_04,MKT_04_STL_037,Cabbage,155.95,2.321,2.152
2026-01-14,MKT_01,MKT_01_STL_008,Carrots,68.8,3.389,3.391
2026-01-14,MKT_01,MKT_01_STL_016,Carrots,14.78,0.728,0.666
2026-01-14,MKT_02,MKT_02_STL_005,Tilapia,351.27,2.517,2.305
2026-01-14,MKT_05,MKT_05_STL_006,Bangus,623.73,3.446,3.19
2026-01-14,MKT_04,MKT_04_STL_009,Pork,525.82,1.692,1.691
2026-01-14,MKT_04,MKT_04_STL_026,Rice (Sinandomeng),69.59,1.298,1.208
2026-01-14,MKT_04,MKT_04_STL_023,Red Onions,466.31,3.534,3.299
2026-01-14,MKT_01,MKT_01_STL_011,Garlic,278.48,3.352,3.349
2026-01-14,MKT_04,MKT_04_STL_035,Beef (Rump),946.28,2.079,1.989
2026-01-14,MKT_03,MKT_03_STL_004,Pork,890.88,2.817,2.82
2026-01-14,MKT_03,MKT_03_STL_025,Bangus,547.87,2.919,2.918
2026-01-14,MKT_03,MKT_03_STL_019,Bangus,216.22,1.152,1.154
2026-01-14,MKT_02,MKT_02_STL_030,Chicken (Whole),675.06,3.636,3.41
2026-01-14,MKT_03,MKT_03_STL_028,Beef (Rump),1394.47,3.083,3.089
2026-01-14,MKT_02,MKT_02_STL_024,Red Onions,219.45,1.781,1.624
2026-01-14,MKT_03,MKT_03_STL_022,Tilapia,306.26,2.136,2.137
2026-01-14,MKT_04,MKT_04_STL_019,Chicken (Whole),560.56,3.392,3.39
2026-01-14,MKT_02,MKT_02_STL_026,Rice (Sinandomeng),76.73,1.589,1.589
2026-01-14,MKT_02,MKT_02_STL_015,Beef (Rump),274.25,0.618,0.563
2026-01-14,MKT_02,MKT_02_STL_029,Garlic,49.72,0.604,0.604
2026-01-15,MKT_04,MKT_04_STL_028,Potatoes,261.16,3.513,3.252
2026-01-15,MKT_01,MKT_01_STL_026,Beef (Rump),879.76,2.156,2.158
2026-01-15,MKT_03,MKT_03_STL_016,Tilapia,475.8,3.209,3.209
2026-01-15,MKT_02,MKT_02_STL_016,Red Onions,480.23,3.385,3.101
2026-01-15,MKT_01,MKT_01_STL_001,Bangus,84.7,0.575,0.524
2026-01-15,MKT_04,MKT_04_STL_014,Beef (Rump),705.13,1.538,1.403
2026-01-15,MKT_01,MKT_01_STL_008,Chicken (Whole),213.39,1.393,1.392
2026-01-15,MKT_02,MKT_02_STL_023,Rice (Sinandomeng),197.56,3.501,3.248
2026-01-15,MKT_02,MKT_02_STL_006,Whole Fish (Galunggong),614.18,2.98,2.8
2026-01-15,MKT_03,MKT_03_STL_032,Carrots,27.79,1.32,1.322
2026-01-15,MKT_03,MKT_03_STL_015,Tomatoes,165.63,2.037,1.913
2026-01-15,MKT_01,MKT_01_STL_005,Tilapia,375.09,2.654,2.652
2026-01-15,MKT_03,MKT_03_STL_018,Pork,902.63,2.973,2.973
2026-01-15,MKT_01,MKT_01_STL_016,Red Onions,113.52,0.745,0.699
2026-01-15,MKT_03,MKT_03_STL_010,Tilapia,275.19,1.856,1.86
2026-01-15,MKT_01,MKT_01_STL_006,Carrots,54.88,2.548,2.424
2026-01-15,MKT_03,MKT_03_STL_015,Tomatoes,244.82,3.011,2.873
2026-01-15,MKT_02,MKT_02_STL_013,Bangus,192.32,1.164,1.1
2026-01-15,MKT_01,MKT_01_STL_009,Garlic,69.05,0.784,0.747
2026-01-15,MKT_04,MKT_04_STL_031,Red Onions,348.11,2.642,2.641
2026-01-15,MKT_03,MKT_03_STL_006,Rice (Sinandomeng),180.84,3.288,3.041
2026-01-16,MKT_05,MKT_05_STL_009,Tomatoes,204.88,1.935,1.935
2026-01-16,MKT_02,MKT_02_STL_014,Beef (Rump),474.6,1.097,1.02
2026-01-16,MKT_02,MKT_02_STL_007,Tilapia,415.65,3.05,2.899
2026-01-16,MKT_03,MKT_03_STL_011,Bangus,259.57,1.602,1.603
2026-01-16,MKT_04,MKT_04_STL_027,Bangus,646.15,3.644,3.334
2026-01-16,MKT_01,MKT_01_STL_010,Chicken (Whole),100.51,0.561,0.562
2026-01-16,MKT_03,MKT_03_STL_033,Chicken (Whole),604.21,3.224,3.221
2026-01-16,MKT_04,MKT_04_STL_022,Chicken (Whole),243.09,1.286,1.285
2026-01-16,MKT_05,MKT_05_STL_009,Carrots,38.24,1.702,1.703
2026-01-16,MKT_03,MKT_03_STL_010,Beef (Rump),422.83,0.949,0.948
2026-01-16,MKT_03,MKT_03_STL_011,Rice (Sinandomeng),189.65,3.336,3.342
2026-01-16,MKT_03,MKT_03_STL_001,Bangus,500.67,3.09,2.82
2026-01-16,MKT_01,MKT_01_STL_029,Tomatoes,58.0,0.856,0.856
2026-01-16,MKT_05,MKT_05_STL_009,Chicken (Whole),586.9,3.339,3.338
2026-01-16,MKT_02,MKT_02_STL_010,Beef (Rump),631.21,1.459,1.364
2026-01-16,MKT_04,MKT_04_STL_001,Rice (Sinandomeng),97.93,1.888,1.794
2026-01-16,MKT_02,MKT_02_STL_018,Chicken (Whole),692.56,3.685,3.486
2026-01-16,MKT_02,MKT_02_STL_016,Cabbage,71.03,1.122,1.068
2026-01-16,MKT_02,MKT_02_STL_009,Whole Fish (Galunggong),221.63,0.992,0.938
2026-01-16,MKT_05,MKT_05_STL_010,Beef (Rump),587.23,1.287,1.206
2026-01-16,MKT_05,MKT_05_STL_008,Chicken (Whole),305.66,1.739,1.609
2026-01-16,MKT_01,MKT_01_STL_023,Tomatoes,51.29,0.757,0.757
2026-01-16,MKT_04,MKT_04_STL_013,Tilapia,579.7,3.642,3.423
2026-01-16,MKT_05,MKT_05_STL_010,Chicken (Whole),502.35,2.858,2.64
2026-01-16,MKT_02,MKT_02_STL_011,Potatoes,183.12,2.394,2.292
2026-01-16,MKT_02,MKT_02_STL_018,Red Onions,111.63,0.717,0.676
2026-01-16,MKT_03,MKT_03_STL_007,Chicken (Whole),358.14,1.911,1.913
2026-01-16,MKT_04,MKT_04_STL_014,Garlic,472.24,3.643,3.318
2026-01-16,MKT_01,MKT_01_STL_005,Garlic,270.5,2.63,2.629
2026-01-16,MKT_03,MKT_03_STL_029,Carrots,29.32,1.358,1.261
2026-01-17,MKT_05,MKT_05_STL_008,Bangus,426.21,2.635,2.514
2026-01-17,MKT_02,MKT_02_STL_008,Red Onions,77.41,0.655,0.623
2026-01-17,MKT_04,MKT_04_STL_011,Rice (Sinandomeng),111.13,2.204,2.011
2026-01-17,MKT_04,MKT_04_STL_005,Tomatoes,88.03,0.949,0.896
2026-01-17,MKT_01,MKT_01_STL_028,Red Onions,269.64,1.899,1.799
2026-01-17,MKT_04,MKT_04_STL_035,Tilapia,87.59,0.662,0.632
2026-01-17,MKT_02,MKT_02_STL_002,Beef (Rump),1317.81,3.005,2.743
2026-01-17,MKT_03,MKT_03_STL_010,Beef (Rump),1426.87,3.204,3.208
2026-01-17,MKT_05,MKT_05_STL_008,Beef (Rump),966.79,2.187,2.051
2026-01-17,MKT_01,MKT_01_STL_017,Rice (Sinandomeng),78.18,1.591,1.447
2026-01-17,MKT_03,MKT_03_STL_007,Rice (Sinandomeng),110.75,2.169,2.167
2026-01-17,MKT_04,MKT_04_STL_024,Cabbage,165.37,2.89,2.895
2026-01-17,MKT_04,MKT_04_STL_029,Rice (Sinandomeng),35.19,0.698,0.664
2026-01-17,MKT_03,MKT_03_STL_026,Tomatoes,95.7,1.281,1.281
2026-01-17,MKT_03,MKT_03_STL_019,Bangus,151.58,0.849,0.848
2026-01-17,MKT_05,MKT_05_STL_006,Tomatoes,60.51,0.66,0.622
2026-01-17,MKT_04,MKT_04_STL_030,Potatoes,228.11,2.182,2.183
2026-01-17,MKT_02,MKT_02_STL_004,Pork,1035.15,3.318,3.038
2026-01-17,MKT_03,MKT_03_STL_007,Pork,475.9,1.547,1.549
2026-01-17,MKT_03,MKT_03_STL_004,Beef (Rump),463.15,1.04,1.042
2026-01-17,MKT_01,MKT_01_STL_022,Red Onions,452.52,3.187,2.968
2026-01-17,MKT_05,MKT_05_STL_007,Garlic,157.95,1.251,1.137
2026-01-17,MKT_01,MKT_01_STL_017,Carrots,47.81,2.232,2.078
2026-01-17,MKT_04,MKT_04_STL_036,Bangus,633.2,3.44,3.261
2026-01-17,MKT_04,MKT_04_STL_013,Tomatoes,256.67,2.767,2.531
2026-01-17,MKT_02,MKT_02_STL_029,Carrots,28.49,1.354,1.353
2026-01-17,MKT_03,MKT_03_STL_027,Pork,556.81,1.81,1.683
2026-01-17,MKT_04,MKT_04_STL_007,Pork,1056.88,3.159,3.011
2026-01-17,MKT_02,MKT_02_STL_023,Pork,635.19,2.036,1.881
2026-01-18,MKT_04,MKT_04_STL_008,Tomatoes,199.44,2.382,2.385
2026-01-18,MKT_02,MKT_02_STL_006,Cabbage,29.22,0.568,0.517
2026-01-18,MKT_05,MKT_05_STL_002,Garlic,412.35,3.35,3.353
2026-01-18,MKT_04,MKT_04_STL_031,Potatoes,342.22,3.502,3.499
2026-01-18,MKT_02,MKT_02_STL_019,Whole Fish (Galunggong),541.0,2.323,2.207
2026-01-18,MKT_04,MKT_04_STL_028,Carrots,67.44,3.071,2.905
2026-01-18,MKT_03,MKT_03_STL_010,Carrots,59.46,2.73,2.731
2026-01-18,MKT_02,MKT_02_STL_014,Garlic,211.72,1.749,1.644
2026-01-18,MKT_04,MKT_04_STL_002,Rice (Sinandomeng),70.73,1.325,1.22
2026-01-18,MKT_04,MKT_04_STL_024,Bangus,130.01,0.768,0.768
2026-01-18,MKT_05,MKT_05_STL_006,Rice (Sinandomeng),94.39,1.773,1.666
2026-01-18,MKT_02,MKT_02_STL_010,Cabbage,153.17,2.977,2.758
2026-01-18,MKT_01,MKT_01_STL_028,Pork,446.53,1.519,1.396
2026-01-18,MKT_03,MKT_03_STL_011,Beef (Rump),1507.1,3.21,3.211
2026-01-18,MKT_03,MKT_03_STL_029,Tilapia,348.91,2.722,2.497
2026-01-18,MKT_01,MKT_01_STL_003,Red Onions,166.55,1.173,1.1
2026-01-18,MKT_02,MKT_02_STL_030,Bangus,404.05,2.071,1.929
2026-01-18,MKT_04,MKT_04_STL_004,Bangus,138.99,0.821,0.771
2026-01-18,MKT_02,MKT_02_STL_029,Tilapia,343.0,2.34,2.342
2026-01-18,MKT_04,MKT_04_STL_016,Bangus,141.19,0.834,0.779
2026-01-18,MKT_03,MKT_03_STL_010,Tomatoes,241.62,2.529,2.529
2026-01-18,MKT_04,MKT_04_STL_003,Potatoes,100.85,1.032,0.965
2026-01-18,MKT_03,MKT_03_STL_004,Pork,439.91,1.371,1.372
2026-01-18,MKT_04,MKT_04_STL_004,Whole Fish (Galunggong),388.63,2.028,1.933
2026-01-18,MKT_05,MKT_05_STL_002,Rice (Sinandomeng),135.76,2.55,2.553
2026-01-18,MKT_04,MKT_04_STL_005,Chicken (Whole),394.74,2.188,2.069
2026-01-18,MKT_02,MKT_02_STL_018,Carrots,48.79,2.358,2.153
2026-01-18,MKT_04,MKT_04_STL_020,Red Onions,125.45,0.877,0.823
2026-01-18,MKT_03,MKT_03_STL_013,Pork,607.73,1.894,1.894
2026-01-18,MKT_01,MKT_01_STL_027,Beef (Rump),737.76,1.684,1.566
2026-01-18,MKT_04,MKT_04_STL_009,Whole Fish (Galunggong),384.6,2.007,2.01
2026-01-18,MKT_04,MKT_04_STL_015,Cabbage,139.06,2.054,1.889
2026-01-18,MKT_03,MKT_03_STL_021,Bangus,127.24,0.636,0.636
2026-01-18,MKT_03,MKT_03_STL_020,Beef (Rump),733.36,1.562,1.442
2026-01-18,MKT_01,MKT_01_STL_011,Tomatoes,192.76,2.368,2.371
2026-01-19,MKT_03,MKT_03_STL_030,Chicken (Whole),170.78,1.055,1.055
2026-01-19,MKT_04,MKT_04_STL_034,Garlic,145.54,1.278,1.278
2026-01-19,MKT_02,MKT_02_STL_003,Bangus,360.74,2.188,2.103
2026-01-19,MKT_02,MKT_02_STL_020,Pork,175.44,0.54,0.54
2026-01-19,MKT_01,MKT_01_STL_009,Tomatoes,284.32,2.812,2.575
2026-01-19,MKT_01,MKT_01_STL_021,Garlic,338.07,2.834,2.678
2026-01-19,MKT_03,MKT_03_STL_030,Tilapia,404.25,2.574,2.572
2026-01-19,MKT_03,MKT_03_STL_022,Bangus,539.97,2.909,2.914
2026-01-19,MKT_02,MKT_02_STL_025,Rice (Sinandomeng),31.55,0.567,0.542
2026-01-19,MKT_04,MKT_04_STL_011,Carrots,59.89,2.721,2.588
2026-01-19,MKT_01,MKT_01_STL_015,Carrots,24.81,1.217,1.128
2026-01-19,MKT_03,MKT_03_STL_024,Chicken (Whole),292.52,1.807,1.807
2026-01-19,MKT_02,MKT_02_STL_012,Whole Fish (Galunggong),492.1,2.212,2.116
2026-01-19,MKT_03,MKT_03_STL_007,Tomatoes,68.8,0.943,0.944
2026-01-19,MKT_04,MKT_04_STL_001,Pork,351.18,1.047,0.998
2026-01-19,MKT_04,MKT_04_STL_014,Potatoes,176.1,1.963,1.836
2026-01-19,MKT_04,MKT_04_STL_019,Carrots,67.75,3.078,3.079
2026-01-19,MKT_04,MKT_04_STL_015,Chicken (Whole),289.07,1.508,1.384
2026-01-19,MKT_03,MKT_03_STL_024,Bangus,121.02,0.652,0.653
2026-01-19,MKT_04,MKT_04_STL_009,Cabbage,135.23,3.041,3.043
2026-01-19,MKT_02,MKT_02_STL_008,Bangus,544.57,3.303,3.046
2026-01-19,MKT_01,MKT_01_STL_021,Garlic,353.34,2.962,2.693
2026-01-19,MKT_03,MKT_03_STL_022,Carrots,40.24,1.961,1.962
2026-01-19,MKT_03,MKT_03_STL_004,Tomatoes,87.11,1.194,1.196
2026-01-19,MKT_04,MKT_04_STL_030,Carrots,38.83,1.764,1.766
2026-01-20,MKT_03,MKT_03_STL_003,Beef (Rump),1469.59,3.386,3.179
2026-01-20,MKT_04,MKT_04_STL_008,Tomatoes,69.69,0.851,0.851
2026-01-20,MKT_03,MKT_03_STL_008,Tilapia,294.38,1.967,1.845
2026-01-20,MKT_01,MKT_01_STL_019,Rice (Sinandomeng),75.49,1.434,1.364
2026-01-20,MKT_04,MKT_04_STL_026,Tilapia,298.83,1.942,1.814
2026-01-20,MKT_01,MKT_01_STL_027,Garlic,274.72,3.422,3.227
2026-01-20,MKT_04,MKT_04_STL_012,Garlic,273.63,3.06,3.06
2026-01-20,MKT_04,MKT_04_STL_038,Tomatoes,77.3,0.944,0.893
2026-01-20,MKT_02,MKT_02_STL_030,Potatoes,131.77,1.78,1.671
2026-01-20,MKT_05,MKT_05_STL_005,Tilapia,367.45,2.889,2.888
2026-01-20,MKT_03,MKT_03_STL_030,Rice (Sinandomeng),112.53,2.363,2.366
2026-01-20,MKT_02,MKT_02_STL_009,Potatoes,60.04,0.811,0.759
2026-01-20,MKT_04,MKT_04_STL_014,Rice (Sinandomeng),69.6,1.182,1.098
2026-01-20,MKT_02,MKT_02_STL_004,Pork,977.69,3.158,2.88
2026-01-20,MKT_02,MKT_02_STL_019,Tomatoes,114.63,1.485,1.411
2026-01-20,MKT_02,MKT_02_STL_022,Carrots,77.27,3.713,3.498
2026-01-20,MKT_01,MKT_01_STL_018,Beef (Rump),625.04,1.569,1.571
2026-01-20,MKT_03,MKT_03_STL_027,Carrots,66.19,3.096,2.92
2026-01-20,MKT_04,MKT_04_STL_020,Pork,831.9,2.464,2.353
2026-01-20,MKT_01,MKT_01_STL_023,Chicken (Whole),353.8,1.961,1.959
2026-01-20,MKT_03,MKT_03_STL_032,Tilapia,420.39,2.809,2.808
2026-01-20,MKT_01,MKT_01_STL_013,Red Onions,140.93,1.366,1.302
2026-01-21,MKT_02,MKT_02_STL_013,Potatoes,73.59,0.714,0.651
2026-01-21,MKT_04,MKT_04_STL_009,Whole Fish (Galunggong),387.37,1.872,1.871
2026-01-21,MKT_02,MKT_02_STL_002,Pork,1121.59,3.722,3.424
2026-01-21,MKT_03,MKT_03_STL_033,Pork,981.24,2.965,2.971
2026-01-21,MKT_01,MKT_01_STL_007,Pork,321.04,0.999,1.001
2026-01-21,MKT_02,MKT_02_STL_018,Chicken (Whole),558.05,3.393,3.233
2026-01-21,MKT_04,MKT_04_STL_037,Beef (Rump),1339.12,2.849,2.624
2026-01-21,MKT_03,MKT_03_STL_024,Tomatoes,228.34,2.693,2.698
2026-01-21,MKT_03,MKT_03_STL_027,Tilapia,202.09,1.577,1.504
2026-01-21,MKT_05,MKT_05_STL_009,Chicken (Whole),306.4,1.816,1.817
2026-01-21,MKT_02,MKT_02_STL_006,Whole Fish (Galunggong),104.88,0.567,0.52
2026-01-21,MKT_03,MKT_03_STL_016,Tomatoes,129.14,1.523,1.524
2026-01-21,MKT_04,MKT_04_STL_032,Pork,479.09,1.406,1.298
2026-01-21,MKT_05,MKT_05_STL_001,Bangus,340.25,1.708,1.582
2026-01-21,MKT_02,MKT_02_STL_030,Rice (Sinandomeng),154.26,2.958,2.76
2026-01-21,MKT_01,MKT_01_STL_017,Chicken (Whole),179.26,0.974,0.914
2026-01-21,MKT_01,MKT_01_STL_027,Bangus,604.65,3.504,3.194
2026-01-21,MKT_02,MKT_02_STL_012,Red Onions,367.38,3.062,2.884
2026-01-21,MKT_01,MKT_01_STL_029,Carrots,36.87,1.829,1.828
2026-01-21,MKT_02,MKT_02_STL_027,Potatoes,329.93,3.201,2.919
2026-01-21,MKT_05,MKT_05_STL_003,Pork,557.22,1.612,1.515
2026-01-21,MKT_03,MKT_03_STL_002,Rice (Sinandomeng),89.8,1.801,1.802
2026-01-21,MKT_03,MKT_03_STL_001,Carrots,58.74,2.676,2.481
2026-01-22,MKT_03,MKT_03_STL_022,Beef (Rump),761.52,1.759,1.758
2026-01-22,MKT_04,MKT_04_STL_002,Potatoes,191.81,2.287,2.161
2026-01-22,MKT_04,MKT_04_STL_008,Potatoes,120.77,1.44,1.441
2026-01-22,MKT_01,MKT_01_STL_019,Beef (Rump),1270.75,3.446,3.201
2026-01-22,MKT_02,MKT_02_STL_015,Rice (Sinandomeng),162.73,2.775,2.601
2026-01-22,MKT_02,MKT_02_STL_003,Chicken (Whole),602.98,3.408,3.163
2026-01-22,MKT_04,MKT_04_STL_023,Garlic,351.41,2.657,2.456
2026-01-22,MKT_04,MKT_04_STL_033,Whole Fish (Galunggong),578.32,3.028,2.845
2026-01-22,MKT_02,MKT_02_STL_002,Chicken (Whole),581.22,3.285,3.143
2026-01-22,MKT_04,MKT_04_STL_034,Red Onions,212.78,1.503,1.503
2026-01-22,MKT_03,MKT_03_STL_007,Rice (Sinandomeng),100.53,2.06,2.061
2026-01-22,MKT_02,MKT_02_STL_011,Chicken (Whole),147.74,0.835,0.778
2026-01-22,MKT_04,MKT_04_STL_006,Red Onions,232.32,1.641,1.522
2026-01-22,MKT_05,MKT_05_STL_009,Carrots,12.6,0.584,0.584
2026-01-22,MKT_03,MKT_03_STL_029,Beef (Rump),575.8,1.33,1.224
2026-01-22,MKT_03,MKT_03_STL_029,Bangus,547.21,3.622,3.461
2026-01-22,MKT_04,MKT_04_STL_006,Carrots,66.57,3.193,3.025
2026-01-22,MKT_03,MKT_03_STL_009,Tilapia,132.81,0.871,0.871
2026-01-22,MKT_02,MKT_02_STL_008,Pork,609.02,1.983,1.846
2026-01-22,MKT_04,MKT_04_STL_002,Carrots,42.6,2.043,1.859
2026-01-22,MKT_03,MKT_03_STL_009,Chicken (Whole),245.58,1.549,1.551
2026-01-23,MKT_04,MKT_04_STL_036,Potatoes,135.13,1.771,1.633
2026-01-23,MKT_04,MKT_04_STL_006,Pork,488.9,1.595,1.484
2026-01-23,MKT_01,MKT_01_STL_005,Tilapia,234.94,1.86,1.863
2026-01-23,MKT_01,MKT_01_STL_014,Bangus,490.12,2.98,2.985
2026-01-23,MKT_02,MKT_02_STL_002,Carrots,39.02,1.86,1.775
2026-01-23,MKT_01,MKT_01_STL_027,Chicken (Whole),319.29,1.952,1.838
2026-01-23,MKT_03,MKT_03_STL_028,Bangus,394.05,2.264,2.265
2026-01-23,MKT_04,MKT_04_STL_016,Bangus,661.09,3.35,3.116
2026-01-23,MKT_01,MKT_01_STL_010,Bangus,574.0,3.49,3.49
2026-01-23,MKT_05,MKT_05_STL_004,Tomatoes,302.84,2.87,2.695
2026-01-23,MKT_02,MKT_02_STL_006,Rice (Sinandomeng),48.25,0.977,0.933
2026-01-23,MKT_04,MKT_04_STL_001,Potatoes,156.95,2.057,1.873
2026-01-23,MKT_04,MKT_04_STL_007,Red Onions,358.02,3.235,3.09
2026-01-23,MKT_05,MKT_05_STL_009,Chicken (Whole),343.74,1.862,1.866
2026-01-23,MKT_04,MKT_04_STL_028,Rice (Sinandomeng),179.04,3.539,3.332
2026-01-23,MKT_02,MKT_02_STL_010,Pork,739.46,2.454,2.305
2026-01-23,MKT_01,MKT_01_STL_026,Pork,468.83,1.607,1.609
2026-01-23,MKT_04,MKT_04_STL_008,Red Onions,106.13,0.959,0.96
2026-01-23,MKT_04,MKT_04_STL_029,Tilapia,210.17,1.508,1.41
2026-01-23,MKT_02,MKT_02_STL_010,Whole Fish (Galunggong),228.69,1.01,0.929
2026-01-23,MKT_03,MKT_03_STL_006,Bangus,123.05,0.707,0.646
2026-01-23,MKT_04,MKT_04_STL_003,Beef (Rump),514.58,1.249,1.147
2026-01-23,MKT_01,MKT_01_STL_028,Tomatoes,33.34,0.543,0.506
2026-01-23,MKT_04,MKT_04_STL_031,Pork,952.97,3.109,3.111
2026-01-24,MKT_05,MKT_05_STL_001,Garlic,245.85,1.969,1.857
2026-01-24,MKT_01,MKT_01_STL_019,Bangus,339.93,2.086,1.926
2026-01-24,MKT_02,MKT_02_STL_024,Garlic,76.06,0.941,0.898
2026-01-24,MKT_03,MKT_03_STL_010,Tomatoes,246.08,2.785,2.785
2026-01-24,MKT_02,MKT_02_STL_005,Rice (Sinandomeng),164.25,3.283,3.099
2026-01-24,MKT_03,MKT_03_STL_024,Bangus,310.52,1.663,1.662
2026-01-24,MKT_04,MKT_04_STL_027,Tilapia,333.89,2.33,2.123
2026-01-24,MKT_01,MKT_01_STL_006,Tomatoes,256.9,2.921,2.708
2026-01-24,MKT_02,MKT_02_STL_010,Rice (Sinandomeng),140.93,2.817,2.622
2026-01-24,MKT_04,MKT_04_STL_018,Whole Fish (Galunggong),655.54,2.98,2.815
2026-01-24,MKT_02,MKT_02_STL_013,Cabbage,47.07,0.935,0.871
2026-01-24,MKT_04,MKT_04_STL_016,Chicken (Whole),701.1,3.61,3.366
2026-01-24,MKT_02,MKT_02_STL_007,Whole Fish (Galunggong),152.97,0.708,0.659
2026-01-24,MKT_01,MKT_01_STL_005,Chicken (Whole),438.89,2.751,2.752
2026-01-24,MKT_01,MKT_01_STL_012,Carrots,18.89,0.944,0.861
2026-01-24,MKT_05,MKT_05_STL_001,Rice (Sinandomeng),181.3,3.578,3.387
2026-01-24,MKT_03,MKT_03_STL_017,Chicken (Whole),226.32,1.338,1.236
2026-01-24,MKT_01,MKT_01_STL_007,Garlic,209.83,1.834,1.833
2026-01-24,MKT_03,MKT_03_STL_009,Tilapia,266.53,1.702,1.705
2026-01-24,MKT_02,MKT_02_STL_002,Carrots,31.99,1.597,1.52
2026-01-24,MKT_02,MKT_02_STL_005,Carrots,65.32,3.261,3.079
2026-01-24,MKT_03,MKT_03_STL_013,Beef (Rump),299.98,0.774,0.773
2026-01-24,MKT_01,MKT_01_STL_016,Red Onions,128.94,1.053,1.004
2026-01-24,MKT_02,MKT_02_STL_011,Beef (Rump),1202.86,2.943,2.805
2026-01-24,MKT_04,MKT_04_STL_011,Bangus,435.72,2.646,2.536
2026-01-24,MKT_04,MKT_04_STL_022,Tilapia,149.61,1.044,1.044
2026-01-24,MKT_02,MKT_02_STL_026,Beef (Rump),681.74,1.668,1.67
2026-01-24,MKT_03,MKT_03_STL_022,Bangus,592.84,3.175,3.179
2026-01-24,MKT_03,MKT_03_STL_016,Pork,203.11,0.655,0.656
