date,market_id,stall_id,scale_id,nominal_weight_g (test mass),reading_g (scale reading),is_certified (Y/N),last_cert_date,inspector_id
2026-01-27,MKT_02,MKT_02_STL_014,SCL_0091,1000,1027,N,2025-10-23,INS_03
2026-02-13,MKT_02,MKT_02_STL_014,SCL_0091,1000,1040,N,2016-05-10,INS_05
2026-03-19,MKT_02,MKT_02_STL_014,SCL_0091,1000,1033,Y,2015-07-18,INS_03
2026-02-19,MKT_02,MKT_02_STL_014,SCL_0092,1000,1000,Y,2025-08-13,INS_02
2026-02-23,MKT_02,MKT_02_STL_014,SCL_0092,1000,1001,Y,2025-05-30,INS_02
2026-03-20,MKT_02,MKT_02_STL_014,SCL_0092,1000,1001,Y,2017-03-16,INS_03
2026-01-28,MKT_02,MKT_02_STL_014,SCL_0093,1000,1000,Y,2025-05-03,INS_01
2026-01-31,MKT_02,MKT_02_STL_014,SCL_0093,1000,998,Y,2025-08-19,INS_01
2026-03-16,MKT_02,MKT_02_STL_014,SCL_0093,1000,1000,Y,2015-04-15,INS_04
2026-01-25,MKT_02,MKT_02_STL_014,SCL_0094,1000,1001,Y,2025-08-05,INS_04
2026-02-16,MKT_02,MKT_02_STL_014,SCL_0094,1000,998,Y,2015-07-18,INS_05
2026-03-12,MKT_02,MKT_02_STL_014,SCL_0094,1000,1000,Y,2025-11-01,INS_03
2026-01-06,MKT_02,MKT_02_STL_014,SCL_0095,1000,1050,N,2017-08-28,INS_02
2026-02-21,MKT_02,MKT_02_STL_014,SCL_0095,1000,1043,N,2025-11-12,INS_02
2026-03-06,MKT_02,MKT_02_STL_014,SCL_0095,1000,1025,N,2018-06-16,INS_05
2026-02-08,MKT_02,MKT_02_STL_015,SCL_0096,1000,1001,Y,2025-08-09,INS_05
2026-02-13,MKT_02,MKT_02_STL_015,SCL_0096,1000,1000,Y,2025-11-19,INS_01
2026-03-17,MKT_02,MKT_02_STL_015,SCL_0096,1000,1000,Y,2026-02-02,INS_05
2026-02-03,MKT_02,MKT_02_STL_015,SCL_0097,1000,1001,Y,2018-07-12,INS_01
2026-03-16,MKT_02,MKT_02_STL_015,SCL_0097,1000,999,N,2025-10-13,INS_04
2026-03-25,MKT_02,MKT_02_STL_015,SCL_0097,1000,999,Y,2016-10-04,INS_01
2026-01-27,MKT_02,MKT_02_STL_015,SCL_0098,1000,1001,Y,2025-11-27,INS_05
2026-02-22,MKT_02,MKT_02_STL_015,SCL_0098,1000,999,Y,2025-05-24,INS_05
2026-03-30,MKT_02,MKT_02_STL_015,SCL_0098,1000,999,Y,2025-09-06,INS_03
2026-03-24,MKT_02,MKT_02_STL_015,SCL_0099,1000,1001,Y,2016-05-19,INS_03
2026-03-28,MKT_02,MKT_02_STL_015,SCL_0099,1000,999,Y,2025-09-27,INS_03
2026-03-29,MKT_02,MKT_02_STL_015,SCL_0099,1000,1001,Y,2025-09-02,INS_02
2026-01-16,MKT_02,MKT_02_STL_016,SCL_0100,1000,1001,Y,2025-05-29,INS_05
2026-02-05,MKT_02,MKT_02_STL_016,SCL_0100,1000,1000,N,2019-01-02,INS_02
2026-02-06,MKT_02,MKT_02_STL_016,SCL_0100,1000,1000,Y,2025-09-20,INS_04
2026-02-04,MKT_02,MKT_02_STL_016,SCL_0101,1000,998,Y,2025-09-05,INS_02
2026-03-10,MKT_02,MKT_02_STL_016,SCL_0101,1000,999,Y,2026-01-13,INS_05
2026-03-13,MKT_02,MKT_02_STL_016,SCL_0101,1000,1001,Y,2019-04-28,INS_03
2026-01-21,MKT_02,MKT_02_STL_016,SCL_0102,1000,1001,Y,2025-07-28,INS_04
2026-02-22,MKT_02,MKT_02_STL_016,SCL_0102,1000,998,Y,2025-09-27,INS_01
2026-03-12,MKT_02,MKT_02_STL_016,SCL_0102,1000,999,Y,2025-11-12,INS_01
2026-01-05,MKT_02,MKT_02_STL_016,SCL_0103,1000,1007,N,2018-03-09,INS_03
2026-02-20,MKT_02,MKT_02_STL_016,SCL_0103,1000,1023,N,2018-08-06,INS_03
2026-03-05,MKT_02,MKT_02_STL_016,SCL_0103,1000,1013,N,2025-06-09,INS_04
2026-01-15,MKT_02,MKT_02_STL_016,SCL_0104,1000,999,Y,2016-11-21,INS_03
2026-01-21,MKT_02,MKT_02_STL_016,SCL_0104,1000,999,Y,2019-10-20,INS_05
2026-02-12,MKT_02,MKT_02_STL_016,SCL_0104,1000,1001,Y,2025-11-30,INS_04
2026-01-13,MKT_02,MKT_02_STL_017,SCL_0105,1000,998,Y,2025-08-16,INS_02
2026-01-18,MKT_02,MKT_02_STL_017,SCL_0105,1000,1000,Y,2025-12-14,INS_03
2026-01-24,MKT_02,MKT_02_STL_017,SCL_0105,1000,999,Y,2015-08-31,INS_03
2026-01-21,MKT_02,MKT_02_STL_017,SCL_0106,1000,998,Y,2025-07-24,INS_03
2026-02-21,MKT_02,MKT_02_STL_017,SCL_0106,1000,999,Y,2025-05-23,INS_02
2026-03-29,MKT_02,MKT_02_STL_017,SCL_0106,1000,1000,Y,2025-07-01,INS_05
2026-01-28,MKT_02,MKT_02_STL_017,SCL_0107,1000,998,Y,2025-04-03,INS_05
2026-02-01,MKT_02,MKT_02_STL_017,SCL_0107,1000,998,Y,2018-01-26,INS_01
2026-03-27,MKT_02,MKT_02_STL_017,SCL_0107,1000,999,Y,2019-10-16,INS_02
2026-01-15,MKT_02,MKT_02_STL_017,SCL_0108,1000,998,Y,2025-05-02,INS_04
2026-01-27,MKT_02,MKT_02_STL_017,SCL_0108,1000,999,Y,2025-05-09,INS_04
2026-03-29,MKT_02,MKT_02_STL_017,SCL_0108,1000,1001,Y,2025-09-23,INS_05
2026-01-01,MKT_02,MKT_02_STL_017,SCL_0109,1000,998,Y,2016-12-06,INS_05
2026-02-02,MKT_02,MKT_02_STL_017,SCL_0109,1000,998,Y,2025-11-29,INS_05
2026-02-20,MKT_02,MKT_02_STL_017,SCL_0109,1000,998,Y,2025-10-21,INS_04
2026-02-17,MKT_02,MKT_02_STL_018,SCL_0110,1000,1001,Y,2025-07-09,INS_04
2026-02-23,MKT_02,MKT_02_STL_018,SCL_0110,1000,999,Y,2025-07-30,INS_05
2026-03-24,MKT_02,MKT_02_STL_018,SCL_0110,1000,1001,Y,2025-10-31,INS_05
2026-01-03,MKT_02,MKT_02_STL_018,SCL_0111,1000,1001,Y,2025-08-09,INS_05
2026-02-08,MKT_02,MKT_02_STL_018,SCL_0111,1000,999,N,2025-11-13,INS_03
2026-03-01,MKT_02,MKT_02_STL_018,SCL_0111,1000,998,Y,2025-12-27,INS_04
2026-01-05,MKT_02,MKT_02_STL_018,SCL_0112,1000,999,Y,2025-05-15,INS_01
2026-02-27,MKT_02,MKT_02_STL_018,SCL_0112,1000,999,Y,2025-12-31,INS_05
2026-03-18,MKT_02,MKT_02_STL_018,SCL_0112,1000,999,Y,2025-09-06,INS_03
2026-01-31,MKT_02,MKT_02_STL_018,SCL_0113,1000,999,N,2025-08-14,INS_02
2026-02-11,MKT_02,MKT_02_STL_018,SCL_0113,1000,999,Y,2025-06-08,INS_05
2026-03-28,MKT_02,MKT_02_STL_018,SCL_0113,1000,1000,Y,2025-08-15,INS_01
2026-02-10,MKT_02,MKT_02_STL_019,SCL_0114,1000,1001,Y,2018-01-06,INS_03
2026-02-23,MKT_02,MKT_02_STL_019,SCL_0114,1000,1000,Y,2025-11-12,INS_02
2026-03-31,MKT_02,MKT_02_STL_019,SCL_0114,1000,1001,Y,2025-12-23,INS_01
2026-01-27,MKT_02,MKT_02_STL_019,SCL_0115,1000,1000,Y,2019-01-23,INS_04
2026-02-02,MKT_02,MKT_02_STL_019,SCL_0115,1000,1000,Y,2025-12-14,INS_01
2026-02-12,MKT_02,MKT_02_STL_019,SCL_0115,1000,999,Y,2025-07-27,INS_02
2026-01-02,MKT_02,MKT_02_STL_019,SCL_0116,1000,1001,Y,2025-08-21,INS_01
2026-01-25,MKT_02,MKT_02_STL_019,SCL_0116,1000,1000,Y,2025-06-15,INS_02
2026-01-28,MKT_02,MKT_02_STL_019,SCL_0116,1000,1000,Y,2025-04-11,INS_03
2026-01-13,MKT_02,MKT_02_STL_019,SCL_0117,1000,999,N,2025-05-17,INS_03
2026-03-01,MKT_02,MKT_02_STL_019,SCL_0117,1000,999,Y,2018-02-07,INS_02
2026-03-02,MKT_02,MKT_02_STL_019,SCL_0117,1000,1001,Y,2025-10-23,INS_05
2026-02-01,MKT_02,MKT_02_STL_019,SCL_0118,1000,1000,Y,2025-04-27,INS_03
2026-02-18,MKT_02,MKT_02_STL_019,SCL_0118,1000,1001,Y,2019-06-17,INS_04
2026-03-14,MKT_02,MKT_02_STL_019,SCL_0118,1000,1001,Y,2018-01-15,INS_02
2026-01-05,MKT_02,MKT_02_STL_020,SCL_0119,1000,998,Y,2025-05-09,INS_01
2026-01-08,MKT_02,MKT_02_STL_020,SCL_0119,1000,998,Y,2025-12-05,INS_02
2026-03-09,MKT_02,MKT_02_STL_020,SCL_0119,1000,1000,Y,2018-07-30,INS_04
2026-03-03,MKT_02,MKT_02_STL_020,SCL_0120,1000,1001,Y,2017-12-20,INS_01
2026-03-20,MKT_02,MKT_02_STL_020,SCL_0120,1000,1000,Y,2019-07-24,INS_05
2026-03-26,MKT_02,MKT_02_STL_020,SCL_0120,1000,999,Y,2015-07-17,INS_04
2026-01-25,MKT_02,MKT_02_STL_020,SCL_0121,1000,1000,Y,2025-11-16,INS_03
2026-01-31,MKT_02,MKT_02_STL_020,SCL_0121,1000,1001,Y,2025-09-08,INS_04
2026-03-21,MKT_02,MKT_02_STL_020,SCL_0121,1000,998,Y,2017-02-15,INS_01
2026-01-08,MKT_02,MKT_02_STL_021,SCL_0122,1000,1010,N,2017-06-07,INS_02
2026-03-02,MKT_02,MKT_02_STL_021,SCL_0122,1000,1041,N,2025-12-14,INS_03
2026-03-23,MKT_02,MKT_02_STL_021,SCL_0122,1000,1019,N,2019-11-13,INS_01
2026-02-04,MKT_02,MKT_02_STL_021,SCL_0123,1000,1048,N,2025-04-02,INS_01
2026-03-02,MKT_02,MKT_02_STL_021,SCL_0123,1000,1016,Y,2025-08-23,INS_01
2026-03-14,MKT_02,MKT_02_STL_021,SCL_0123,1000,1042,N,2019-08-08,INS_02
2026-01-10,MKT_02,MKT_02_STL_021,SCL_0124,1000,1041,N,2025-05-26,INS_02
2026-02-08,MKT_02,MKT_02_STL_021,SCL_0124,1000,1026,N,2019-02-23,INS_05
2026-02-20,MKT_02,MKT_02_STL_021,SCL_0124,1000,1037,Y,2025-07-28,INS_01
2026-01-10,MKT_02,MKT_02_STL_021,SCL_0125,1000,1001,N,2025-06-27,INS_05
2026-01-30,MKT_02,MKT_02_STL_021,SCL_0125,1000,1001,Y,2025-07-02,INS_03
2026-02-25,MKT_02,MKT_02_STL_021,SCL_0125,1000,1001,Y,2018-04-14,INS_04
2026-01-11,MKT_02,MKT_02_STL_021,SCL_0126,1000,998,Y,2025-06-01,INS_01
2026-02-07,MKT_02,MKT_02_STL_021,SCL_0126,1000,1001,N,2025-11-15,INS_02
2026-03-21,MKT_02,MKT_02_STL_021,SCL_0126,1000,1001,Y,2025-10-04,INS_03
2026-01-12,MKT_02,MKT_02_STL_022,SCL_0127,1000,1001,Y,2015-07-03,INS_05
2026-01-24,MKT_02,MKT_02_STL_022,SCL_0127,1000,1000,Y,2025-12-19,INS_01
2026-02-25,MKT_02,MKT_02_STL_022,SCL_0127,1000,998,Y,2025-09-24,INS_04
2026-01-22,MKT_02,MKT_02_STL_022,SCL_0128,1000,1024,Y,2015-10-26,INS_03
2026-02-18,MKT_02,MKT_02_STL_022,SCL_0128,1000,1022,N,2017-09-18,INS_04
2026-03-29,MKT_02,MKT_02_STL_022,SCL_0128,1000,1021,N,2025-04-13,INS_03
2026-01-26,MKT_02,MKT_02_STL_022,SCL_0129,1000,1005,N,2025-07-10,INS_03
2026-02-28,MKT_02,MKT_02_STL_022,SCL_0129,1000,1026,N,2017-05-31,INS_04
2026-03-20,MKT_02,MKT_02_STL_022,SCL_0129,1000,1013,N,2018-05-20,INS_05
2026-01-26,MKT_02,MKT_02_STL_023,SCL_0130,1000,1025,N,2018-11-24,INS_04
2026-02-10,MKT_02,MKT_02_STL_023,SCL_0130,1000,1020,N,2016-07-28,INS_05
2026-03-03,MKT_02,MKT_02_STL_023,SCL_0130,1000,1028,N,2018-02-28,INS_04
2026-01-24,MKT_02,MKT_02_STL_023,SCL_0131,1000,1001,Y,2025-09-09,INS_01
2026-03-11,MKT_02,MKT_02_STL_023,SCL_0131,1000,998,Y,2025-07-15,INS_03
2026-03-29,MKT_02,MKT_02_STL_023,SCL_0131,1000,1000,Y,2025-12-11,INS_02
2026-01-10,MKT_02,MKT_02_STL_023,SCL_0132,1000,1001,Y,2025-05-11,INS_04
2026-02-18,MKT_02,MKT_02_STL_023,SCL_0132,1000,998,Y,2016-05-23,INS_03
2026-02-27,MKT_02,MKT_02_STL_023,SCL_0132,1000,999,Y,2026-01-06,INS_03
2026-02-21,MKT_02,MKT_02_STL_024,SCL_0133,1000,1001,Y,2015-07-21,INS_03
2026-03-24,MKT_02,MKT_02_STL_024,SCL_0133,1000,999,Y,2025-08-06,INS_05
2026-03-28,MKT_02,MKT_02_STL_024,SCL_0133,1000,999,Y,2026-02-14,INS_05
2026-01-11,MKT_02,MKT_02_STL_024,SCL_0134,1000,1027,N,2017-07-21,INS_02
2026-02-07,MKT_02,MKT_02_STL_024,SCL_0134,1000,1035,N,2015-07-19,INS_05
2026-02-23,MKT_02,MKT_02_STL_024,SCL_0134,1000,1025,N,2015-04-02,INS_04
2026-01-03,MKT_02,MKT_02_STL_024,SCL_0135,1000,999,Y,2025-09-14,INS_02
2026-01-15,MKT_02,MKT_02_STL_024,SCL_0135,1000,1001,Y,2025-05-23,INS_04
2026-02-13,MKT_02,MKT_02_STL_024,SCL_0135,1000,1001,Y,2025-10-05,INS_02
2026-01-01,MKT_02,MKT_02_STL_024,SCL_0136,1000,1000,Y,2025-10-31,INS_02
2026-02-19,MKT_02,MKT_02_STL_024,SCL_0136,1000,999,Y,2025-10-12,INS_05
2026-02-24,MKT_02,MKT_02_STL_024,SCL_0136,1000,1001,Y,2025-08-18,INS_03
2026-02-20,MKT_02,MKT_02_STL_024,SCL_0137,1000,1034,N,2025-08-22,INS_03
2026-03-17,MKT_02,MKT_02_STL_024,SCL_0137,1000,1010,N,2025-09-08,INS_05
2026-03-20,MKT_02,MKT_02_STL_024,SCL_0137,1000,1012,N,2018-11-21,INS_03
2026-02-19,MKT_02,MKT_02_STL_025,SCL_0138,1000,1032,N,2018-07-25,INS_04
2026-02-23,MKT_02,MKT_02_STL_025,SCL_0138,1000,1040,N,2016-08-14,INS_02
2026-03-18,MKT_02,MKT_02_STL_025,SCL_0138,1000,1033,N,2025-08-17,INS_03
2026-01-18,MKT_02,MKT_02_STL_025,SCL_0139,1000,1001,Y,2025-04-12,INS_05
2026-01-25,MKT_02,MKT_02_STL_025,SCL_0139,1000,1001,N,2018-03-03,INS_04
2026-03-04,MKT_02,MKT_02_STL_025,SCL_0139,1000,1000,Y,2016-04-05,INS_02
2026-01-22,MKT_02,MKT_02_STL_025,SCL_0140,1000,998,Y,2025-08-08,INS_04
2026-02-28,MKT_02,MKT_02_STL_025,SCL_0140,1000,998,Y,2025-06-18,INS_03
2026-03-14,MKT_02,MKT_02_STL_025,SCL_0140,1000,998,Y,2025-10-09,INS_04
2026-01-05,MKT_02,MKT_02_STL_026,SCL_0141,1000,1001,Y,2025-10-07,INS_01
2026-02-03,MKT_02,MKT_02_STL_026,SCL_0141,1000,999,Y,2025-07-09,INS_02
2026-02-27,MKT_02,MKT_02_STL_026,SCL_0141,1000,1001,Y,2015-10-13,INS_05
2026-01-08,MKT_02,MKT_02_STL_026,SCL_0142,1000,999,Y,2025-07-13,INS_03
2026-01-27,MKT_02,MKT_02_STL_026,SCL_0142,1000,998,Y,2019-03-17,INS_03
2026-03-14,MKT_02,MKT_02_STL_026,SCL_0142,1000,1000,Y,2025-12-10,INS_01
2026-01-17,MKT_02,MKT_02_STL_026,SCL_0143,1000,1001,Y,2025-08-03,INS_02
2026-01-19,MKT_02,MKT_02_STL_026,SCL_0143,1000,1001,Y,2019-06-16,INS_04
2026-02-01,MKT_02,MKT_02_STL_026,SCL_0143,1000,1001,Y,2025-08-13,INS_01
2026-02-17,MKT_02,MKT_02_STL_026,SCL_0144,1000,998,Y,2025-05-29,INS_01
2026-02-28,MKT_02,MKT_02_STL_026,SCL_0144,1000,998,Y,2025-07-10,INS_03
2026-03-04,MKT_02,MKT_02_STL_026,SCL_0144,1000,999,Y,2025-08-21,INS_04
2026-02-13,MKT_02,MKT_02_STL_027,SCL_0145,1000,1026,Y,2025-12-21,INS_04
2026-03-12,MKT_02,MKT_02_STL_027,SCL_0145,1000,1006,N,2019-10-23,INS_04
2026-03-15,MKT_02,MKT_02_STL_027,SCL_0145,1000,1005,N,2025-07-09,INS_04
2026-01-17,MKT_02,MKT_02_STL_027,SCL_0146,1000,998,N,2025-08-12,INS_03
2026-03-25,MKT_02,MKT_02_STL_027,SCL_0146,1000,998,Y,2025-09-20,INS_02
2026-03-30,MKT_02,MKT_02_STL_027,SCL_0146,1000,1001,N,2026-01-11,INS_02
2026-01-10,MKT_02,MKT_02_STL_027,SCL_0147,1000,1001,Y,2018-11-25,INS_05
2026-01-17,MKT_02,MKT_02_STL_027,SCL_0147,1000,1001,N,2025-04-18,INS_01
2026-03-03,MKT_02,MKT_02_STL_027,SCL_0147,1000,998,Y,2025-12-11,INS_04
2026-01-18,MKT_02,MKT_02_STL_028,SCL_0148,1000,999,N,2018-02-27,INS_02
2026-02-08,MKT_02,MKT_02_STL_028,SCL_0148,1000,1001,Y,2025-09-22,INS_02
2026-02-17,MKT_02,MKT_02_STL_028,SCL_0148,1000,1001,Y,2025-06-06,INS_02
2026-01-12,MKT_02,MKT_02_STL_028,SCL_0149,1000,1001,Y,2025-05-08,INS_05
2026-01-13,MKT_02,MKT_02_STL_028,SCL_0149,1000,999,Y,2025-11-01,INS_02
2026-01-18,MKT_02,MKT_02_STL_028,SCL_0149,1000,1000,Y,2025-12-06,INS_05
2026-01-27,MKT_02,MKT_02_STL_028,SCL_0150,1000,999,Y,2025-07-30,INS_05
2026-02-08,MKT_02,MKT_02_STL_028,SCL_0150,1000,1001,Y,2025-09-08,INS_02
2026-03-26,MKT_02,MKT_02_STL_028,SCL_0150,1000,998,Y,2026-02-18,INS_05
2026-01-17,MKT_02,MKT_02_STL_029,SCL_0151,1000,1001,Y,2025-09-21,INS_05
2026-02-10,MKT_02,MKT_02_STL_029,SCL_0151,1000,998,Y,2026-01-04,INS_01
2026-02-19,MKT_02,MKT_02_STL_029,SCL_0151,1000,998,Y,2025-07-01,INS_01
2026-02-23,MKT_02,MKT_02_STL_029,SCL_0152,1000,998,Y,2025-11-07,INS_04
2026-03-06,MKT_02,MKT_02_STL_029,SCL_0152,1000,998,Y,2025-10-23,INS_03
2026-03-22,MKT_02,MKT_02_STL_029,SCL_0152,1000,1000,Y,2026-01-18,INS_02
2026-01-08,MKT_02,MKT_02_STL_029,SCL_0153,1000,998,Y,2025-11-11,INS_04
2026-01-31,MKT_02,MKT_02_STL_029,SCL_0153,1000,998,Y,2015-10-09,INS_02
2026-02-25,MKT_02,MKT_02_STL_029,SCL_0153,1000,1001,Y,2025-05-04,INS_02
2026-01-22,MKT_02,MKT_02_STL_030,SCL_0154,1000,1012,N,2025-12-08,INS_03
2026-02-03,MKT_02,MKT_02_STL_030,SCL_0154,1000,1022,N,2016-06-22,INS_04
2026-02-17,MKT_02,MKT_02_STL_030,SCL_0154,1000,1045,N,2017-07-21,INS_05
2026-01-08,MKT_02,MKT_02_STL_030,SCL_0155,1000,1021,N,2025-02-19,INS_02
2026-03-05,MKT_02,MKT_02_STL_030,SCL_0155,1000,1019,Y,2026-02-02,INS_01
2026-03-14,MKT_02,MKT_02_STL_030,SCL_0155,1000,1020,N,2017-01-15,INS_01
2026-01-05,MKT_02,MKT_02_STL_030,SCL_0156,1000,999,Y,2025-05-07,INS_04
2026-01-20,MKT_02,MKT_02_STL_030,SCL_0156,1000,1000,Y,2025-06-14,INS_03
2026-01-23,MKT_02,MKT_02_STL_030,SCL_0156,1000,999,Y,2025-04-04,INS_01
2026-01-09,MKT_02,MKT_02_STL_030,SCL_0157,1000,1000,N,2017-07-24,INS_03
2026-02-21,MKT_02,MKT_02_STL_030,SCL_0157,1000,1000,Y,2025-08-20,INS_02
2026-03-01,MKT_02,MKT_02_STL_030,SCL_0157,1000,1001,Y,2025-05-23,INS_02
2026-01-26,MKT_03,MKT_03_STL_001,SCL_0158,1000,1006,N,2016-12-10,INS_04
2026-02-01,MKT_03,MKT_03_STL_001,SCL_0158,1000,1026,N,2018-09-08,INS_01
2026-03-11,MKT_03,MKT_03_STL_001,SCL_0158,1000,1011,N,2016-05-02,INS_03
2026-01-08,MKT_03,MKT_03_STL_001,SCL_0159,1000,1038,N,2017-02-01,INS_02
2026-01-19,MKT_03,MKT_03_STL_001,SCL_0159,1000,1042,N,2015-10-01,INS_01
2026-02-05,MKT_03,MKT_03_STL_001,SCL_0159,1000,1009,N,2015-05-08,INS_04
2026-01-17,MKT_03,MKT_03_STL_002,SCL_0160,1000,1001,Y,2025-07-04,INS_03
2026-01-31,MKT_03,MKT_03_STL_002,SCL_0160,1000,999,Y,2016-02-20,INS_03
2026-02-07,MKT_03,MKT_03_STL_002,SCL_0160,1000,998,Y,2015-12-03,INS_05
2026-01-16,MKT_03,MKT_03_STL_002,SCL_0161,1000,1001,Y,2025-08-04,INS_02
2026-02-10,MKT_03,MKT_03_STL_002,SCL_0161,1000,999,Y,2025-08-09,INS_01
2026-02-22,MKT_03,MKT_03_STL_002,SCL_0161,1000,998,Y,2025-08-09,INS_05
2026-02-01,MKT_03,MKT_03_STL_003,SCL_0162,1000,1000,N,2025-10-05,INS_03
2026-02-15,MKT_03,MKT_03_STL_003,SCL_0162,1000,1001,N,2025-09-11,INS_04
2026-02-20,MKT_03,MKT_03_STL_003,SCL_0162,1000,999,Y,2015-05-07,INS_01
2026-01-17,MKT_03,MKT_03_STL_003,SCL_0163,1000,998,Y,2025-08-08,INS_03
2026-01-26,MKT_03,MKT_03_STL_003,SCL_0163,1000,998,Y,2025-09-17,INS_01
2026-01-29,MKT_03,MKT_03_STL_003,SCL_0163,1000,999,Y,2019-10-02,INS_04
2026-01-06,MKT_03,MKT_03_STL_004,SCL_0164,1000,999,Y,2025-04-30,INS_01
2026-01-16,MKT_03,MKT_03_STL_004,SCL_0164,1000,1001,Y,2018-10-31,INS_04
2026-02-12,MKT_03,MKT_03_STL_004,SCL_0164,1000,999,Y,2025-08-26,INS_03
2026-01-05,MKT_03,MKT_03_STL_005,SCL_0165,1000,1000,N,2025-04-05,INS_02
2026-01-20,MKT_03,MKT_03_STL_005,SCL_0165,1000,1001,Y,2016-02-13,INS_03
2026-03-20,MKT_03,MKT_03_STL_005,SCL_0165,1000,999,Y,2026-02-09,INS_05
2026-02-15,MKT_03,MKT_03_STL_005,SCL_0166,1000,1000,N,2025-10-16,INS_03
2026-03-03,MKT_03,MKT_03_STL_005,SCL_0166,1000,999,Y,2019-07-19,INS_05
2026-03-11,MKT_03,MKT_03_STL_005,SCL_0166,1000,1001,Y,2025-10-13,INS_01
2026-01-13,MKT_03,MKT_03_STL_006,SCL_0167,1000,998,Y,2025-08-24,INS_05
2026-02-01,MKT_03,MKT_03_STL_006,SCL_0167,1000,1000,Y,2025-10-06,INS_04
2026-03-26,MKT_03,MKT_03_STL_006,SCL_0167,1000,1000,Y,2025-08-25,INS_05
2026-01-04,MKT_03,MKT_03_STL_006,SCL_0168,1000,999,Y,2025-08-31,INS_05
2026-02-15,MKT_03,MKT_03_STL_006,SCL_0168,1000,1000,N,2015-03-19,INS_04
2026-03-31,MKT_03,MKT_03_STL_006,SCL_0168,1000,999,N,2017-09-05,INS_02
2026-01-17,MKT_03,MKT_03_STL_007,SCL_0169,1000,1000,Y,2015-10-30,INS_02
2026-01-26,MKT_03,MKT_03_STL_007,SCL_0169,1000,998,Y,2025-06-24,INS_02
2026-03-20,MKT_03,MKT_03_STL_007,SCL_0169,1000,1001,Y,2025-08-30,INS_03
2026-01-18,MKT_03,MKT_03_STL_008,SCL_0170,1000,1000,Y,2018-02-24,INS_04
2026-01-21,MKT_03,MKT_03_STL_008,SCL_0170,1000,1000,Y,2025-09-24,INS_05
2026-02-25,MKT_03,MKT_03_STL_008,SCL_0170,1000,999,Y,2015-01-04,INS_03
2026-02-20,MKT_03,MKT_03_STL_008,SCL_0171,1000,1025,N,2025-03-14,INS_05
2026-03-14,MKT_03,MKT_03_STL_008,SCL_0171,1000,1011,N,2025-12-02,INS_05
2026-03-15,MKT_03,MKT_03_STL_008,SCL_0171,1000,1020,N,2016-10-16,INS_01
2026-01-12,MKT_03,MKT_03_STL_009,SCL_0172,1000,1001,Y,2016-03-05,INS_03
2026-03-23,MKT_03,MKT_03_STL_009,SCL_0172,1000,1000,Y,2025-12-28,INS_01
2026-03-27,MKT_03,MKT_03_STL_009,SCL_0172,1000,1001,Y,2025-07-26,INS_01
2026-02-18,MKT_03,MKT_03_STL_010,SCL_0173,1000,998,Y,2025-09-26,INS_04
2026-02-22,MKT_03,MKT_03_STL_010,SCL_0173,1000,998,Y,2025-08-13,INS_01
2026-03-05,MKT_03,MKT_03_STL_010,SCL_0173,1000,998,Y,2025-07-26,INS_01
2026-01-10,MKT_03,MKT_03_STL_011,SCL_0174,1000,1001,Y,2025-05-05,INS_05
2026-01-12,MKT_03,MKT_03_STL_011,SCL_0174,1000,1001,Y,2015-07-27,INS_02
2026-03-12,MKT_03,MKT_03_STL_011,SCL_0174,1000,1001,Y,2025-09-28,INS_02
2026-01-13,MKT_03,MKT_03_STL_012,SCL_0175,1000,1040,Y,2025-09-27,INS_05
2026-01-31,MKT_03,MKT_03_STL_012,SCL_0175,1000,1032,N,2019-08-15,INS_01
2026-02-08,MKT_03,MKT_03_STL_012,SCL_0175,1000,1035,N,2015-02-22,INS_05
2026-01-11,MKT_03,MKT_03_STL_013,SCL_0176,1000,1000,Y,2025-04-15,INS_01
2026-02-07,MKT_03,MKT_03_STL_013,SCL_0176,1000,998,Y,2025-06-24,INS_03
2026-03-23,MKT_03,MKT_03_STL_013,SCL_0176,1000,1000,Y,2015-04-02,INS_04
2026-01-29,MKT_03,MKT_03_STL_013,SCL_0177,1000,998,Y,2018-11-27,INS_05
2026-02-03,MKT_03,MKT_03_STL_013,SCL_0177,1000,1000,Y,2025-06-07,INS_01
2026-03-01,MKT_03,MKT_03_STL_013,SCL_0177,1000,999,Y,2025-07-16,INS_05
2026-02-23,MKT_03,MKT_03_STL_014,SCL_0178,1000,999,Y,2025-12-15,INS_04
2026-03-10,MKT_03,MKT_03_STL_014,SCL_0178,1000,999,Y,2019-03-31,INS_01
2026-03-29,MKT_03,MKT_03_STL_014,SCL_0178,1000,999,N,2025-12-25,INS_02
2026-01-11,MKT_03,MKT_03_STL_014,SCL_0179,1000,1000,N,2025-11-08,INS_02
2026-02-25,MKT_03,MKT_03_STL_014,SCL_0179,1000,1001,Y,2025-09-07,INS_05
2026-03-29,MKT_03,MKT_03_STL_014,SCL_0179,1000,1001,Y,2015-11-03,INS_01
2026-01-13,MKT_03,MKT_03_STL_015,SCL_0180,1000,998,Y,2025-06-21,INS_05
2026-03-16,MKT_03,MKT_03_STL_015,SCL_0180,1000,1001,N,2025-06-17,INS_03
2026-03-17,MKT_03,MKT_03_STL_015,SCL_0180,1000,1001,Y,2018-05-31,INS_03
2026-01-05,MKT_03,MKT_03_STL_015,SCL_0181,1000,999,Y,2017-08-31,INS_03
