date,market_id,commodity,min_price_per_kg,max_price_per_kg,avg_price_per_kg
2026-01-23,MKT_02,Red Onions,89.11,158.41,97.82
2026-01-23,MKT_02,Garlic,79.11,128.55,92.47
2026-01-23,MKT_02,Cabbage,39.26,68.71,49.66
2026-01-23,MKT_02,Potatoes,70.23,110.36,85.28
2026-01-23,MKT_02,Whole Fish (Galunggong),176.84,235.79,226.43
2026-01-23,MKT_03,Carrots,20.02,23.02,20.57
2026-01-23,MKT_03,Pork,300.78,330.86,323.97
2026-01-23,MKT_03,Rice (Sinandomeng),48.18,60.22,53.74
2026-01-23,MKT_03,Chicken (Whole),156.16,195.2,159.16
2026-01-23,MKT_03,Beef (Rump),385.15,454.28,401.2
2026-01-23,MKT_03,Tilapia,119.81,159.75,149.42
2026-01-23,MKT_03,Bangus,146.3,204.82,174.05
2026-01-23,MKT_03,Tomatoes,60.02,110.03,107.71
2026-01-23,MKT_04,Carrots,20.47,23.54,21.13
2026-01-23,MKT_04,Pork,300.33,330.36,306.52
2026-01-23,MKT_04,Rice (Sinandomeng),48.52,60.65,50.59
2026-01-23,MKT_04,Chicken (Whole),166.28,207.84,190.24
2026-01-23,MKT_04,Beef (Rump),401.06,473.05,411.99
2026-01-23,MKT_04,Tilapia,123.3,164.4,139.37
2026-01-23,MKT_04,Bangus,155.57,217.79,197.34
2026-01-23,MKT_04,Tomatoes,60.47,110.86,106.28
2026-01-23,MKT_04,Red Onions,90.1,160.18,110.67
2026-01-23,MKT_04,Garlic,82.78,134.53,119.2
2026-01-23,MKT_04,Cabbage,40.75,71.32,43.09
2026-01-23,MKT_04,Potatoes,70.52,110.82,76.3
2026-01-23,MKT_04,Whole Fish (Galunggong),189.24,252.32,249.21
2026-01-23,MKT_05,Carrots,20.32,23.37,21.85
2026-01-23,MKT_05,Pork,312.83,344.11,333.91
2026-01-23,MKT_05,Rice (Sinandomeng),49.78,62.23,59.52
2026-01-23,MKT_05,Chicken (Whole),165.54,206.93,184.61
2026-01-23,MKT_05,Beef (Rump),392.66,463.14,396.21
2026-01-23,MKT_05,Tilapia,127.56,170.08,134.94
2026-01-23,MKT_05,Bangus,152.8,213.91,156.3
2026-01-23,MKT_05,Tomatoes,62.16,113.96,105.52
2026-01-23,MKT_05,Red Onions,93.02,165.37,162.06
2026-01-23,MKT_05,Garlic,83.91,136.35,94.54
2026-01-24,MKT_01,Carrots,18.72,21.53,20.01
2026-01-24,MKT_01,Pork,290.08,319.09,307.21
2026-01-24,MKT_01,Rice (Sinandomeng),46.22,57.77,57.07
2026-01-24,MKT_01,Chicken (Whole),152.01,190.01,159.54
2026-01-24,MKT_01,Beef (Rump),376.89,444.54,427.86
2026-01-24,MKT_01,Tilapia,115.23,153.65,121.78
2026-01-24,MKT_01,Bangus,148.06,207.28,162.96
2026-01-24,MKT_01,Tomatoes,57.43,105.29,87.95
2026-01-24,MKT_01,Red Onions,85.11,151.3,122.45
2026-01-24,MKT_01,Garlic,77.37,125.72,114.41
2026-01-24,MKT_02,Carrots,19.51,22.43,20.03
2026-01-24,MKT_02,Pork,294.0,323.4,304.64
2026-01-24,MKT_02,Rice (Sinandomeng),46.14,57.67,50.03
2026-01-24,MKT_02,Chicken (Whole),158.25,197.81,191.45
2026-01-24,MKT_02,Beef (Rump),379.45,447.56,408.72
2026-01-24,MKT_02,Tilapia,118.08,157.44,119.7
2026-01-24,MKT_02,Bangus,151.72,212.41,159.29
2026-01-24,MKT_02,Tomatoes,58.58,107.39,72.89
2026-01-24,MKT_02,Red Onions,89.2,158.59,157.63
2026-01-24,MKT_02,Garlic,78.18,127.05,80.83
2026-01-24,MKT_02,Cabbage,38.81,67.92,50.34
2026-01-24,MKT_02,Potatoes,69.99,109.98,99.9
2026-01-24,MKT_02,Whole Fish (Galunggong),171.36,228.48,216.06
2026-01-24,MKT_03,Carrots,20.3,23.35,21.31
2026-01-24,MKT_03,Pork,291.13,320.25,310.09
2026-01-24,MKT_03,Rice (Sinandomeng),48.64,60.8,51.82
2026-01-24,MKT_03,Chicken (Whole),160.03,200.04,169.15
2026-01-24,MKT_03,Beef (Rump),384.42,453.42,387.57
2026-01-24,MKT_03,Tilapia,119.27,159.02,156.6
2026-01-24,MKT_03,Bangus,151.54,212.16,186.72
2026-01-24,MKT_03,Tomatoes,61.78,113.26,88.36
2026-01-24,MKT_04,Carrots,19.93,22.92,21.94
2026-01-24,MKT_04,Pork,301.96,332.15,328.56
2026-01-24,MKT_04,Rice (Sinandomeng),48.0,60.0,58.91
2026-01-24,MKT_04,Chicken (Whole),162.75,203.43,194.21
2026-01-24,MKT_04,Beef (Rump),403.19,475.56,437.69
2026-01-24,MKT_04,Tilapia,119.79,159.72,143.3
2026-01-24,MKT_04,Bangus,152.97,214.16,164.67
2026-01-24,MKT_04,Tomatoes,62.0,113.66,72.99
2026-01-24,MKT_04,Red Onions,91.23,162.19,96.71
2026-01-24,MKT_04,Garlic,78.47,127.52,117.93
2026-01-24,MKT_04,Cabbage,40.92,71.61,66.24
2026-01-24,MKT_04,Potatoes,72.7,114.24,104.46
2026-01-24,MKT_04,Whole Fish (Galunggong),180.71,240.94,219.98
2026-01-24,MKT_05,Carrots,20.27,23.31,21.64
2026-01-24,MKT_05,Pork,313.44,344.78,315.08
2026-01-24,MKT_05,Rice (Sinandomeng),50.17,62.71,50.67
2026-01-24,MKT_05,Chicken (Whole),165.23,206.54,182.52
2026-01-24,MKT_05,Beef (Rump),401.65,473.74,471.33
2026-01-24,MKT_05,Tilapia,124.86,166.48,134.55
2026-01-24,MKT_05,Bangus,153.55,214.98,167.97
2026-01-24,MKT_05,Tomatoes,61.42,112.61,61.99
2026-01-24,MKT_05,Red Onions,94.52,168.03,148.81
2026-01-24,MKT_05,Garlic,81.82,132.96,124.86
2026-01-25,MKT_01,Carrots,18.68,21.48,19.77
2026-01-25,MKT_01,Pork,284.95,313.45,305.05
2026-01-25,MKT_01,Rice (Sinandomeng),45.75,57.18,50.12
2026-01-25,MKT_01,Chicken (Whole),154.71,193.39,189.2
2026-01-25,MKT_01,Beef (Rump),370.9,437.48,410.13
2026-01-25,MKT_01,Tilapia,117.76,157.01,143.54
2026-01-25,MKT_01,Bangus,144.19,201.87,184.89
2026-01-25,MKT_01,Tomatoes,56.87,104.27,65.13
2026-01-25,MKT_01,Red Onions,86.96,154.6,150.92
2026-01-25,MKT_01,Garlic,78.48,127.53,81.02
2026-01-25,MKT_02,Carrots,19.8,22.76,20.88
2026-01-25,MKT_02,Pork,287.24,315.96,307.54
2026-01-25,MKT_02,Rice (Sinandomeng),46.76,58.45,52.75
2026-01-25,MKT_02,Chicken (Whole),157.4,196.75,177.42
2026-01-25,MKT_02,Beef (Rump),385.75,454.99,442.72
2026-01-25,MKT_02,Tilapia,117.27,156.36,144.33
2026-01-25,MKT_02,Bangus,146.28,204.79,199.75
2026-01-25,MKT_02,Tomatoes,60.42,110.76,95.19
2026-01-25,MKT_02,Red Onions,89.1,158.4,108.32
2026-01-25,MKT_02,Garlic,78.91,128.22,118.4
2026-01-25,MKT_02,Cabbage,38.87,68.01,48.81
2026-01-25,MKT_02,Potatoes,67.44,105.98,104.67
2026-01-25,MKT_02,Whole Fish (Galunggong),177.59,236.78,220.4
2026-01-25,MKT_03,Carrots,20.23,23.27,21.88
2026-01-25,MKT_03,Pork,299.97,329.97,311.51
2026-01-25,MKT_03,Rice (Sinandomeng),48.48,60.6,50.79
2026-01-25,MKT_03,Chicken (Whole),161.67,202.09,177.32
2026-01-25,MKT_03,Beef (Rump),394.97,465.86,397.23
2026-01-25,MKT_03,Tilapia,117.27,156.36,144.62
2026-01-25,MKT_03,Bangus,149.2,208.88,197.65
2026-01-25,MKT_03,Tomatoes,60.45,110.83,63.5
2026-01-25,MKT_04,Carrots,20.41,23.48,21.95
2026-01-25,MKT_04,Pork,309.14,340.06,315.0
2026-01-25,MKT_04,Rice (Sinandomeng),49.26,61.58,58.82
2026-01-25,MKT_04,Chicken (Whole),158.03,197.54,163.6
2026-01-25,MKT_04,Beef (Rump),404.22,476.77,466.63
2026-01-25,MKT_04,Tilapia,121.54,162.05,133.5
2026-01-25,MKT_04,Bangus,151.06,211.48,203.34
2026-01-25,MKT_04,Tomatoes,62.15,113.95,75.37
2026-01-25,MKT_04,Red Onions,92.63,164.68,137.53
2026-01-25,MKT_04,Garlic,83.05,134.96,129.68
2026-01-25,MKT_04,Cabbage,40.96,71.67,41.82
2026-01-25,MKT_04,Potatoes,71.01,111.59,93.23
2026-01-25,MKT_04,Whole Fish (Galunggong),183.99,245.32,201.84
2026-01-25,MKT_05,Carrots,20.49,23.56,22.28
2026-01-25,MKT_05,Pork,305.91,336.5,316.29
2026-01-25,MKT_05,Rice (Sinandomeng),49.47,61.83,50.75
2026-01-25,MKT_05,Chicken (Whole),170.08,212.6,203.12
2026-01-25,MKT_05,Beef (Rump),402.47,474.7,451.79
2026-01-25,MKT_05,Tilapia,121.73,162.3,135.39
2026-01-25,MKT_05,Bangus,155.65,217.91,214.01
2026-01-25,MKT_05,Tomatoes,61.91,113.5,94.88
2026-01-25,MKT_05,Red Onions,95.11,169.08,110.13
2026-01-25,MKT_05,Garlic,84.94,138.02,107.23
2026-01-26,MKT_01,Carrots,19.08,21.94,20.1
2026-01-26,MKT_01,Pork,289.17,318.09,297.38
2026-01-26,MKT_01,Rice (Sinandomeng),46.33,57.91,47.54
2026-01-26,MKT_01,Chicken (Whole),153.48,191.85,173.36
2026-01-26,MKT_01,Beef (Rump),373.05,440.01,422.22
2026-01-26,MKT_01,Tilapia,113.54,151.38,140.0
2026-01-26,MKT_01,Bangus,139.85,195.78,162.19
2026-01-26,MKT_01,Tomatoes,56.76,104.07,69.5
2026-01-26,MKT_01,Red Onions,86.29,153.4,104.54
2026-01-26,MKT_01,Garlic,75.06,121.97,88.76
2026-01-26,MKT_02,Carrots,19.66,22.61,21.34
2026-01-26,MKT_02,Pork,294.31,323.74,297.0
2026-01-26,MKT_02,Rice (Sinandomeng),46.65,58.31,53.54
2026-01-26,MKT_02,Chicken (Whole),156.15,195.19,180.37
2026-01-26,MKT_02,Beef (Rump),374.6,441.83,376.1
2026-01-26,MKT_02,Tilapia,119.09,158.79,156.94
2026-01-26,MKT_02,Bangus,148.83,208.36,190.69
2026-01-26,MKT_02,Tomatoes,57.77,105.91,87.03
2026-01-26,MKT_02,Red Onions,86.68,154.11,126.88
2026-01-26,MKT_02,Garlic,77.3,125.61,118.77
2026-01-26,MKT_02,Cabbage,39.53,69.18,45.84
2026-01-26,MKT_02,Potatoes,68.96,108.36,92.02
2026-01-26,MKT_02,Whole Fish (Galunggong),179.23,238.97,203.7
2026-01-26,MKT_03,Carrots,20.35,23.4,20.88
2026-01-26,MKT_03,Pork,293.11,322.42,306.36
2026-01-26,MKT_03,Rice (Sinandomeng),48.37,60.46,59.49
2026-01-26,MKT_03,Chicken (Whole),162.7,203.37,170.68
2026-01-26,MKT_03,Beef (Rump),388.05,457.69,434.71
2026-01-26,MKT_03,Tilapia,119.96,159.94,124.07
2026-01-26,MKT_03,Bangus,149.61,209.45,194.14
2026-01-26,MKT_03,Tomatoes,59.88,109.78,73.03
2026-01-26,MKT_04,Carrots,20.65,23.74,22.06
2026-01-26,MKT_04,Pork,313.87,345.26,333.75
2026-01-26,MKT_04,Rice (Sinandomeng),49.95,62.44,53.23
2026-01-26,MKT_04,Chicken (Whole),161.99,202.49,170.36
2026-01-26,MKT_04,Beef (Rump),399.34,471.02,461.86
2026-01-26,MKT_04,Tilapia,120.99,161.32,132.14
2026-01-26,MKT_04,Bangus,151.45,212.02,166.7
2026-01-26,MKT_04,Tomatoes,61.14,112.09,98.24
2026-01-26,MKT_04,Red Onions,90.83,161.48,133.59
2026-01-26,MKT_04,Garlic,80.9,131.47,128.57
2026-01-26,MKT_04,Cabbage,40.94,71.65,66.35
2026-01-26,MKT_04,Potatoes,71.92,113.02,109.82
2026-01-26,MKT_04,Whole Fish (Galunggong),184.87,246.5,218.37
2026-01-26,MKT_05,Carrots,20.94,24.09,23.04
2026-01-26,MKT_05,Pork,306.43,337.07,328.8
2026-01-26,MKT_05,Rice (Sinandomeng),49.37,61.71,54.08
2026-01-26,MKT_05,Chicken (Whole),166.49,208.11,204.39
2026-01-26,MKT_05,Beef (Rump),411.88,485.8,431.98
2026-01-26,MKT_05,Tilapia,129.05,172.07,145.03
2026-01-26,MKT_05,Bangus,156.68,219.36,205.75
2026-01-26,MKT_05,Tomatoes,63.05,115.59,86.97
2026-01-26,MKT_05,Red Onions,91.79,163.19,141.95
2026-01-26,MKT_05,Garlic,84.03,136.55,106.56
2026-01-27,MKT_01,Carrots,19.8,22.77,22.14
2026-01-27,MKT_01,Pork,284.55,313.01,286.81
2026-01-27,MKT_01,Rice (Sinandomeng),45.68,57.11,50.81
2026-01-27,MKT_01,Chicken (Whole),155.66,194.58,156.99
2026-01-27,MKT_01,Beef (Rump),374.55,441.78,378.77
2026-01-27,MKT_01,Tilapia,111.74,148.99,130.04
2026-01-27,MKT_01,Bangus,142.89,200.05,180.18
2026-01-27,MKT_01,Tomatoes,58.9,107.98,71.91
2026-01-27,MKT_01,Red Onions,86.02,152.93,91.17
2026-01-27,MKT_01,Garlic,76.46,124.25,85.65
2026-01-27,MKT_02,Carrots,19.84,22.81,21.94
2026-01-27,MKT_02,Pork,295.53,325.08,315.59
2026-01-27,MKT_02,Rice (Sinandomeng),46.8,58.5,50.61
2026-01-27,MKT_02,Chicken (Whole),155.33,194.16,165.29
2026-01-27,MKT_02,Beef (Rump),399.45,471.15,425.18
2026-01-27,MKT_02,Tilapia,119.84,159.79,134.12
2026-01-27,MKT_02,Bangus,148.08,207.32,166.51
2026-01-27,MKT_02,Tomatoes,59.29,108.7,104.03
2026-01-27,MKT_02,Red Onions,88.03,156.5,112.44
2026-01-27,MKT_02,Garlic,78.79,128.04,103.69
2026-01-27,MKT_02,Cabbage,39.06,68.36,55.22
2026-01-27,MKT_02,Potatoes,67.71,106.4,87.17
2026-01-27,MKT_02,Whole Fish (Galunggong),177.39,236.52,217.24
2026-01-27,MKT_03,Carrots,19.91,22.89,22.07
2026-01-27,MKT_03,Pork,301.89,332.08,315.21
2026-01-27,MKT_03,Rice (Sinandomeng),48.44,60.55,55.72
2026-01-27,MKT_03,Chicken (Whole),161.14,201.42,168.68
2026-01-27,MKT_03,Beef (Rump),384.58,453.61,432.29
2026-01-27,MKT_03,Tilapia,119.25,159.0,126.15
2026-01-27,MKT_03,Bangus,149.34,209.07,149.96
2026-01-27,MKT_03,Tomatoes,60.88,111.61,86.99
2026-01-27,MKT_04,Carrots,20.68,23.78,21.52
2026-01-27,MKT_04,Pork,302.81,333.09,306.39
2026-01-27,MKT_04,Rice (Sinandomeng),48.05,60.07,51.0
2026-01-27,MKT_04,Chicken (Whole),169.02,211.28,179.64
2026-01-27,MKT_04,Beef (Rump),400.33,472.19,404.92
2026-01-27,MKT_04,Tilapia,119.92,159.89,128.98
2026-01-27,MKT_04,Bangus,151.73,212.42,209.52
2026-01-27,MKT_04,Tomatoes,62.12,113.89,83.73
2026-01-27,MKT_04,Red Onions,94.62,168.21,126.26
2026-01-27,MKT_04,Garlic,83.85,136.25,120.44
2026-01-27,MKT_04,Cabbage,41.03,71.81,46.64
2026-01-27,MKT_04,Potatoes,68.63,107.85,102.4
2026-01-27,MKT_04,Whole Fish (Galunggong),183.61,244.81,222.12
2026-01-27,MKT_05,Carrots,20.5,23.57,22.25
2026-01-27,MKT_05,Pork,312.39,343.62,316.43
2026-01-27,MKT_05,Rice (Sinandomeng),49.28,61.59,57.61
2026-01-27,MKT_05,Chicken (Whole),165.42,206.78,174.24
2026-01-27,MKT_05,Beef (Rump),410.62,484.32,425.97
2026-01-27,MKT_05,Tilapia,124.38,165.84,145.43
2026-01-27,MKT_05,Bangus,155.33,217.46,204.29
2026-01-27,MKT_05,Tomatoes,62.35,114.32,66.37
2026-01-27,MKT_05,Red Onions,97.14,172.69,144.49
2026-01-27,MKT_05,Garlic,81.87,133.03,116.91
2026-01-28,MKT_01,Carrots,19.28,22.18,21.37
2026-01-28,MKT_01,Pork,295.91,325.51,319.9
2026-01-28,MKT_01,Rice (Sinandomeng),46.04,57.55,50.05
2026-01-28,MKT_01,Chicken (Whole),156.54,195.67,187.22
2026-01-28,MKT_01,Beef (Rump),366.68,432.5,422.6
2026-01-28,MKT_01,Tilapia,114.83,153.11,148.23
2026-01-28,MKT_01,Bangus,142.2,199.08,164.37
2026-01-28,MKT_01,Tomatoes,57.54,105.5,95.77
2026-01-28,MKT_01,Red Onions,86.34,153.5,91.27
2026-01-28,MKT_01,Garlic,76.87,124.91,118.64
2026-01-28,MKT_02,Carrots,19.85,22.83,22.27
2026-01-28,MKT_02,Pork,283.89,312.28,286.21
2026-01-28,MKT_02,Rice (Sinandomeng),46.6,58.25,51.1
2026-01-28,MKT_02,Chicken (Whole),157.31,196.63,188.61
2026-01-28,MKT_02,Beef (Rump),371.22,437.85,386.17
2026-01-28,MKT_02,Tilapia,118.72,158.29,132.74
2026-01-28,MKT_02,Bangus,145.6,203.83,167.25
2026-01-28,MKT_02,Tomatoes,58.63,107.5,81.35
2026-01-28,MKT_02,Red Onions,89.41,158.95,138.49
2026-01-28,MKT_02,Garlic,79.93,129.89,80.84
2026-01-28,MKT_02,Cabbage,39.59,69.28,53.98
2026-01-28,MKT_02,Potatoes,67.41,105.92,68.11
2026-01-28,MKT_02,Whole Fish (Galunggong),178.02,237.36,210.51
2026-01-28,MKT_03,Carrots,20.2,23.23,20.83
2026-01-28,MKT_03,Pork,302.06,332.26,325.39
2026-01-28,MKT_03,Rice (Sinandomeng),49.05,61.31,58.01
2026-01-28,MKT_03,Chicken (Whole),160.2,200.25,166.18
2026-01-28,MKT_03,Beef (Rump),398.25,469.73,446.05
2026-01-28,MKT_03,Tilapia,122.53,163.37,129.8
2026-01-28,MKT_03,Bangus,151.57,212.2,163.7
2026-01-28,MKT_03,Tomatoes,60.27,110.49,105.47
2026-01-28,MKT_04,Carrots,20.54,23.62,22.62
2026-01-28,MKT_04,Pork,313.65,345.01,341.14
2026-01-28,MKT_04,Rice (Sinandomeng),49.73,62.16,56.85
2026-01-28,MKT_04,Chicken (Whole),160.72,200.9,179.79
2026-01-28,MKT_04,Beef (Rump),400.13,471.95,451.37
2026-01-28,MKT_04,Tilapia,120.87,161.17,133.7
2026-01-28,MKT_04,Bangus,151.53,212.15,166.43
2026-01-28,MKT_04,Tomatoes,60.87,111.59,106.51
2026-01-28,MKT_04,Red Onions,89.9,159.83,125.35
2026-01-28,MKT_04,Garlic,80.51,130.83,121.54
2026-01-28,MKT_04,Cabbage,41.71,73.0,62.19
2026-01-28,MKT_04,Potatoes,70.71,111.11,98.49
2026-01-28,MKT_04,Whole Fish (Galunggong),185.91,247.88,202.51
2026-01-28,MKT_05,Carrots,20.85,23.98,22.04
2026-01-28,MKT_05,Pork,314.49,345.94,323.2
2026-01-28,MKT_05,Rice (Sinandomeng),50.35,62.94,53.38
2026-01-28,MKT_05,Chicken (Whole),164.12,205.15,188.45
2026-01-28,MKT_05,Beef (Rump),410.56,484.25,470.3
2026-01-28,MKT_05,Tilapia,122.58,163.44,154.09
2026-01-28,MKT_05,Bangus,154.43,216.21,160.3
2026-01-28,MKT_05,Tomatoes,62.92,115.36,99.37
2026-01-28,MKT_05,Red Onions,92.24,163.98,94.94
2026-01-28,MKT_05,Garlic,80.84,131.37,94.2
2026-01-29,MKT_01,Carrots,19.3,22.2,19.87
2026-01-29,MKT_01,Pork,280.96,309.05,299.52
2026-01-29,MKT_01,Rice (Sinandomeng),46.57,58.21,56.52
2026-01-29,MKT_01,Chicken (Whole),152.88,191.09,165.48
2026-01-29,MKT_01,Beef (Rump),376.36,443.91,393.43
2026-01-29,MKT_01,Tilapia,115.77,154.36,137.95
2026-01-29,MKT_01,Bangus,145.7,203.98,195.35
2026-01-29,MKT_01,Tomatoes,58.15,106.61,106.0
2026-01-29,MKT_01,Red Onions,85.03,151.16,86.99
2026-01-29,MKT_01,Garlic,76.51,124.32,93.88
2026-01-29,MKT_02,Carrots,19.7,22.66,20.81
2026-01-29,MKT_02,Pork,300.44,330.49,319.95
2026-01-29,MKT_02,Rice (Sinandomeng),47.49,59.36,56.28
2026-01-29,MKT_02,Chicken (Whole),159.99,199.99,162.01
2026-01-29,MKT_02,Beef (Rump),384.46,453.47,423.28
2026-01-29,MKT_02,Tilapia,119.56,159.42,144.33
2026-01-29,MKT_02,Bangus,147.56,206.59,181.77
2026-01-29,MKT_02,Tomatoes,59.74,109.52,108.57
2026-01-29,MKT_02,Red Onions,87.73,155.96,135.79
2026-01-29,MKT_02,Garlic,80.28,130.45,99.92
2026-01-29,MKT_02,Cabbage,39.5,69.12,66.56
2026-01-29,MKT_02,Potatoes,67.13,105.49,102.34
2026-01-29,MKT_02,Whole Fish (Galunggong),177.39,236.52,190.19
2026-01-29,MKT_03,Carrots,19.37,22.28,21.77
2026-01-29,MKT_03,Pork,302.81,333.1,320.68
2026-01-29,MKT_03,Rice (Sinandomeng),48.64,60.8,49.74
2026-01-29,MKT_03,Chicken (Whole),164.69,205.86,192.41
2026-01-29,MKT_03,Beef (Rump),387.04,456.51,413.09
2026-01-29,MKT_03,Tilapia,123.53,164.71,152.04
2026-01-29,MKT_03,Bangus,150.01,210.01,188.78
2026-01-29,MKT_03,Tomatoes,59.33,108.77,90.63
2026-01-29,MKT_04,Carrots,20.25,23.29,21.97
2026-01-29,MKT_04,Pork,308.53,339.39,322.62
2026-01-29,MKT_04,Rice (Sinandomeng),48.33,60.41,56.23
2026-01-29,MKT_04,Chicken (Whole),162.4,202.99,163.66
2026-01-29,MKT_04,Beef (Rump),399.8,471.56,455.43
2026-01-29,MKT_04,Tilapia,125.2,166.93,159.84
2026-01-29,MKT_04,Bangus,154.92,216.89,204.37
2026-01-29,MKT_04,Tomatoes,61.24,112.27,86.18
2026-01-29,MKT_04,Red Onions,92.55,164.54,121.58
2026-01-29,MKT_04,Garlic,81.89,133.07,96.29
2026-01-29,MKT_04,Cabbage,40.11,70.19,67.4
2026-01-29,MKT_04,Potatoes,73.24,115.1,88.24
2026-01-29,MKT_04,Whole Fish (Galunggong),187.85,250.46,191.55
2026-01-29,MKT_05,Carrots,20.78,23.89,21.46
2026-01-29,MKT_05,Pork,309.97,340.96,328.67
2026-01-29,MKT_05,Rice (Sinandomeng),49.11,61.38,59.34
2026-01-29,MKT_05,Chicken (Whole),167.89,209.87,204.7
2026-01-29,MKT_05,Beef (Rump),409.28,482.74,430.54
2026-01-29,MKT_05,Tilapia,123.35,164.47,156.05
2026-01-29,MKT_05,Bangus,156.57,219.2,217.06
2026-01-29,MKT_05,Tomatoes,63.14,115.75,87.64
2026-01-29,MKT_05,Red Onions,92.9,165.16,162.9
2026-01-29,MKT_05,Garlic,82.96,134.82,125.01
2026-01-30,MKT_01,Carrots,19.14,22.01,19.77
2026-01-30,MKT_01,Pork,284.64,313.1,290.93
2026-01-30,MKT_01,Rice (Sinandomeng),45.95,57.44,49.27
2026-01-30,MKT_01,Chicken (Whole),149.88,187.35,154.06
2026-01-30,MKT_01,Beef (Rump),372.9,439.83,437.55
2026-01-30,MKT_01,Tilapia,114.77,153.02,143.55
2026-01-30,MKT_01,Bangus,143.86,201.41,160.1
2026-01-30,MKT_01,Tomatoes,58.03,106.39,96.34
2026-01-30,MKT_01,Red Onions,84.78,150.71,100.38
2026-01-30,MKT_01,Garlic,75.55,122.77,82.04
2026-01-30,MKT_02,Carrots,19.37,22.27,21.15
2026-01-30,MKT_02,Pork,288.17,316.98,290.41
2026-01-30,MKT_02,Rice (Sinandomeng),47.47,59.34,49.57
2026-01-30,MKT_02,Chicken (Whole),155.46,194.33,168.94
2026-01-30,MKT_02,Beef (Rump),382.02,450.58,402.95
2026-01-30,MKT_02,Tilapia,116.07,154.76,137.8
2026-01-30,MKT_02,Bangus,146.19,204.67,180.07
2026-01-30,MKT_02,Tomatoes,59.07,108.3,83.95
2026-01-30,MKT_02,Red Onions,88.67,157.64,107.77
2026-01-30,MKT_02,Garlic,77.2,125.44,100.75
2026-01-30,MKT_02,Cabbage,39.15,68.52,48.34
2026-01-30,MKT_02,Potatoes,67.73,106.43,99.23
2026-01-30,MKT_02,Whole Fish (Galunggong),176.08,234.78,203.03
2026-01-30,MKT_03,Carrots,19.81,22.78,21.74
2026-01-30,MKT_03,Pork,308.25,339.07,331.92
2026-01-30,MKT_03,Rice (Sinandomeng),48.59,60.73,58.69
2026-01-30,MKT_03,Chicken (Whole),160.95,201.18,194.41
2026-01-30,MKT_03,Beef (Rump),378.72,446.7,445.49
2026-01-30,MKT_03,Tilapia,119.5,159.33,127.58
2026-01-30,MKT_03,Bangus,151.9,212.66,181.65
2026-01-30,MKT_03,Tomatoes,59.95,109.91,84.11
2026-01-30,MKT_04,Carrots,20.91,24.05,23.2
2026-01-30,MKT_04,Pork,310.28,341.31,323.0
2026-01-30,MKT_04,Rice (Sinandomeng),48.7,60.87,52.87
2026-01-30,MKT_04,Chicken (Whole),166.95,208.69,172.58
2026-01-30,MKT_04,Beef (Rump),396.2,467.31,410.47
2026-01-30,MKT_04,Tilapia,125.83,167.77,146.38
2026-01-30,MKT_04,Bangus,156.66,219.32,196.91
2026-01-30,MKT_04,Tomatoes,61.47,112.69,80.66
2026-01-30,MKT_04,Red Onions,89.75,159.56,135.78
2026-01-30,MKT_04,Garlic,81.86,133.02,91.65
2026-01-30,MKT_04,Cabbage,40.14,70.25,48.75
2026-01-30,MKT_04,Potatoes,70.76,111.2,103.83
2026-01-30,MKT_04,Whole Fish (Galunggong),182.14,242.86,199.7
2026-01-30,MKT_05,Carrots,20.47,23.54,21.75
2026-01-30,MKT_05,Pork,312.99,344.29,337.66
2026-01-30,MKT_05,Rice (Sinandomeng),49.4,61.75,56.22
2026-01-30,MKT_05,Chicken (Whole),165.85,207.31,200.54
2026-01-30,MKT_05,Beef (Rump),402.49,474.73,450.92
2026-01-30,MKT_05,Tilapia,125.67,167.56,135.19
2026-01-30,MKT_05,Bangus,156.92,219.69,172.84
2026-01-30,MKT_05,Tomatoes,62.12,113.89,75.99
2026-01-30,MKT_05,Red Onions,94.32,167.68,149.11
2026-01-30,MKT_05,Garlic,84.67,137.6,93.07
2026-01-31,MKT_01,Carrots,18.57,21.36,19.24
2026-01-31,MKT_01,Pork,285.37,313.91,299.26
2026-01-31,MKT_01,Rice (Sinandomeng),45.41,56.76,48.37
2026-01-31,MKT_01,Chicken (Whole),152.0,190.0,186.11
2026-01-31,MKT_01,Beef (Rump),361.31,426.16,410.37
2026-01-31,MKT_01,Tilapia,111.38,148.51,117.46
2026-01-31,MKT_01,Bangus,137.82,192.95,170.63
2026-01-31,MKT_01,Tomatoes,57.15,104.78,104.26
2026-01-31,MKT_01,Red Onions,85.69,152.34,140.52
2026-01-31,MKT_01,Garlic,78.47,127.51,87.17
2026-01-31,MKT_02,Carrots,19.64,22.59,21.34
2026-01-31,MKT_02,Pork,284.41,312.85,309.9
2026-01-31,MKT_02,Rice (Sinandomeng),47.41,59.26,48.46
2026-01-31,MKT_02,Chicken (Whole),166.22,207.78,168.14
2026-01-31,MKT_02,Beef (Rump),370.01,436.42,425.4
2026-01-31,MKT_02,Tilapia,120.7,160.94,127.51
2026-01-31,MKT_02,Bangus,146.9,205.66,161.12
2026-01-31,MKT_02,Tomatoes,58.42,107.1,61.29
2026-01-31,MKT_02,Red Onions,87.43,155.43,128.69
2026-01-31,MKT_02,Garlic,78.8,128.04,92.86
2026-01-31,MKT_02,Cabbage,38.95,68.16,62.06
2026-01-31,MKT_02,Potatoes,67.41,105.94,82.63
2026-01-31,MKT_02,Whole Fish (Galunggong),174.95,233.27,219.75
